C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_196.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_196.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_196.jpg, 0, 0, 0, 7.797567E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_302.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_302.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_302.jpg, 0, 0, 0, 7.83237E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_405.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_405.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_405.jpg, 0, 0, 0, 7.800134E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_505.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_505.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_505.jpg, 0, 0, 0, 7.79957E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_610.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_610.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_610.jpg, 0, 0, 0, 7.862256E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_716.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_716.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_716.jpg, 0, 0, 0, 7.805958E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_822.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_822.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_822.jpg, 0, 0, 0, 7.784979E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_35_924.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_35_924.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_35_924.jpg, 0, 0, 0, 7.994814E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_36_029.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_36_029.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_36_029.jpg, 0, 0, 0, 7.775805E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_36_132.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_36_132.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_36_132.jpg, 0, 0, 0, 7.794845E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_36_239.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_36_239.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_36_239.jpg, 0, 0, 0, 7.867884E-05
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_36_346.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_36_346.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_36_346.jpg, 0, 0.124869, 0, 0.01346424
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_36_450.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_36_450.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_36_450.jpg, -0.1097832, 0.4364982, 0, 0.4074332
C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\center_2021_11_23_17_14_36_556.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\left_2021_11_23_17_14_36_556.jpg, C:\Users\suasnomy\OneDrive\Desktop\driving\Images\IMG\right_2021_11_23_17_14_36_556.jpg, -0.4075281, 0.4257345, 0, 0.9687254
